target_time_utc,target_time_local,turbine,p10,p50,p90,issue_date,horizon_h,actual
2025-12-31T19:00:00Z,2026-01-01T00:00+05:00,1,0.4316445967061483,0.8324971498156525,0.9550785806811476,2025-12-31,1,0.16
2025-12-31T19:00:00Z,2026-01-01T00:00+05:00,2,0.43945264110146065,0.8270421467047205,0.943936694263581,2025-12-31,1,0.16333333333333333
2025-12-31T19:00:00Z,2026-01-01T00:00+05:00,plant,0.45184174377431846,0.8289235454864136,0.9501880564167475,2025-12-31,1,0.16166666666666668
2025-12-31T20:00:00Z,2026-01-01T01:00+05:00,1,0.3397798246063124,0.7884313994149983,0.9955819896307768,2025-12-31,2,0.6366666666666667
2025-12-31T20:00:00Z,2026-01-01T01:00+05:00,2,0.38785648007568163,0.7873222358074892,0.9900790169573243,2025-12-31,2,0.63
2025-12-31T20:00:00Z,2026-01-01T01:00+05:00,plant,0.39363283889762585,0.7873222358074892,0.9927682615571374,2025-12-31,2,0.6333333333333333
2025-12-31T21:00:00Z,2026-01-01T02:00+05:00,1,0.40079765673664575,0.8274334039244682,0.9733313983476467,2025-12-31,3,0.9883333333333333
2025-12-31T21:00:00Z,2026-01-01T02:00+05:00,2,0.427337426365093,0.8222339059022045,0.9689634380843553,2025-12-31,3,0.9766666666666666
2025-12-31T21:00:00Z,2026-01-01T02:00+05:00,plant,0.4397265290379508,0.8241153046838975,0.9714310286244193,2025-12-31,3,0.9824999999999999
2025-12-31T22:00:00Z,2026-01-01T03:00+05:00,1,0.40079765673664575,0.8274334039244682,0.9734171601528007,2025-12-31,4,0.9899999999999999
2025-12-31T22:00:00Z,2026-01-01T03:00+05:00,2,0.4257502125327439,0.8222339059022045,0.9703687708035549,2025-12-31,4,0.98
2025-12-31T22:00:00Z,2026-01-01T03:00+05:00,plant,0.43257544147981836,0.8241153046838975,0.9716487640273294,2025-12-31,4,0.9849999999999999
2025-12-31T23:00:00Z,2026-01-01T04:00+05:00,1,0.3247283521927447,0.7875753027816771,0.995567072666578,2025-12-31,5,0.9883333333333333
2025-12-31T23:00:00Z,2026-01-01T04:00+05:00,2,0.3543272994986859,0.786466139174168,0.9922630684081606,2025-12-31,5,0.975
2025-12-31T23:00:00Z,2026-01-01T04:00+05:00,plant,0.3601036583206301,0.786466139174168,0.9933925068817528,2025-12-31,5,0.9816666666666667
2026-01-01T00:00:00Z,2026-01-01T05:00+05:00,1,0.40079765673664575,0.8272382468507299,0.9732743968285666,2025-12-31,6,0.9566666666666667
2026-01-01T00:00:00Z,2026-01-01T05:00+05:00,2,0.427337426365093,0.8220387488284662,0.9702260074793209,2025-12-31,6,0.9566666666666667
2026-01-01T00:00:00Z,2026-01-01T05:00+05:00,plant,0.4397265290379508,0.8239201476101592,0.9715060007030953,2025-12-31,6,0.9566666666666667
2026-01-01T01:00:00Z,2026-01-01T06:00+05:00,1,0.1448788601949614,0.5755276156641798,0.9679712667465051,2025-12-31,7,0.8266666666666667
2026-01-01T01:00:00Z,2026-01-01T06:00+05:00,2,0.13733691892647712,0.5756994438971867,0.9668543474263284,2025-12-31,7,0.815
2026-01-01T01:00:00Z,2026-01-01T06:00+05:00,plant,0.14311327774842145,0.5756994438971867,0.9667420835124922,2025-12-31,7,0.8208333333333333
2026-01-01T02:00:00Z,2026-01-01T07:00+05:00,1,0.1119157043110589,0.46235589595027654,0.9252333355729317,2025-12-31,8,0.5716666666666667
2026-01-01T02:00:00Z,2026-01-01T07:00+05:00,2,0.09398808765174106,0.4631549266596125,0.9255444131619904,2025-12-31,8,0.585
2026-01-01T02:00:00Z,2026-01-01T07:00+05:00,plant,0.09420057274790196,0.4631549266596125,0.9255444131619904,2025-12-31,8,0.5783333333333334
2026-01-01T03:00:00Z,2026-01-01T08:00+05:00,1,0.019826321162497478,0.2675137085046762,0.8427317012089615,2025-12-31,9,0.4083333333333334
2026-01-01T03:00:00Z,2026-01-01T08:00+05:00,2,0.024180835314220512,0.26831273921401216,0.8452684198663606,2025-12-31,9,0.435
2026-01-01T03:00:00Z,2026-01-01T08:00+05:00,plant,0.02439332041038141,0.26831273921401216,0.8452684198663606,2025-12-31,9,0.4216666666666667
2026-01-01T04:00:00Z,2026-01-01T09:00+05:00,1,0.010577717335330876,0.185321897982566,0.7072688730578451,2025-12-31,10,0.33666666666666667
2026-01-01T04:00:00Z,2026-01-01T09:00+05:00,2,0.008736872987944603,0.1861209286919018,0.7097634079994539,2025-12-31,10,0.3333333333333333
2026-01-01T04:00:00Z,2026-01-01T09:00+05:00,plant,0.008949358084105494,0.1861209286919018,0.7097634079994539,2025-12-31,10,0.33499999999999996
2026-01-01T05:00:00Z,2026-01-01T10:00+05:00,1,0.01,0.08074083122242977,0.417939560126223,2025-12-31,11,0.115
2026-01-01T05:00:00Z,2026-01-01T10:00+05:00,2,0.008784249083700584,0.0809126594554368,0.4204340950678317,2025-12-31,11,0.11166666666666668
2026-01-01T05:00:00Z,2026-01-01T10:00+05:00,plant,0.009473941660020357,0.0809126594554368,0.4204340950678317,2025-12-31,11,0.11333333333333334
2026-01-01T06:00:00Z,2026-01-01T11:00+05:00,1,0.01,0.08559342050059239,0.3309786547873019,2025-12-31,12,0.045000000000000005
2026-01-01T06:00:00Z,2026-01-01T11:00+05:00,2,0.008848087173735454,0.08576524873359942,0.33347318972891055,2025-12-31,12,0.05666666666666667
2026-01-01T06:00:00Z,2026-01-01T11:00+05:00,plant,0.009537779750055228,0.08576524873359942,0.33347318972891055,2025-12-31,12,0.05083333333333334
2026-01-01T07:00:00Z,2026-01-01T12:00+05:00,1,0.01,0.05330719487967402,0.23832545194968202,2025-12-31,13,0.065
2026-01-01T07:00:00Z,2026-01-01T12:00+05:00,2,0.008972287692014488,0.053479023112681025,0.23744180714621518,2025-12-31,13,0.06833333333333334
2026-01-01T07:00:00Z,2026-01-01T12:00+05:00,plant,0.009489211505148561,0.053479023112681025,0.23744180714621518,2025-12-31,13,0.06666666666666668
2026-01-01T08:00:00Z,2026-01-01T13:00+05:00,1,0.01,0.0324798564909803,0.1357263917906076,2025-12-31,14,0.018333333333333333
2026-01-01T08:00:00Z,2026-01-01T13:00+05:00,2,0.008764903202413906,0.03139242841194552,0.13544421703149875,2025-12-31,14,0.021666666666666667
2026-01-01T08:00:00Z,2026-01-01T13:00+05:00,plant,0.009297161410465844,0.03139242841194552,0.13544421703149875,2025-12-31,14,0.02
2026-01-01T09:00:00Z,2026-01-01T14:00+05:00,1,0.01,0.03829240695071546,0.12773693197479535,2025-12-31,15,0.01
2026-01-01T09:00:00Z,2026-01-01T14:00+05:00,2,0.00868091032932698,0.037204978871680665,0.1274547572156865,2025-12-31,15,0.008333333333333333
2026-01-01T09:00:00Z,2026-01-01T14:00+05:00,plant,0.009220337793375976,0.037204978871680665,0.1274547572156865,2025-12-31,15,0.009166666666666667
2026-01-01T10:00:00Z,2026-01-01T15:00+05:00,1,0.01,0.03896930773681537,0.16321404204496479,2025-12-31,16,0.01
2026-01-01T10:00:00Z,2026-01-01T15:00+05:00,2,0.008518949388959555,0.03919603797095127,0.17299285800577172,2025-12-31,16,0.01
2026-01-01T10:00:00Z,2026-01-01T15:00+05:00,plant,0.009131996770362109,0.03919603797095127,0.17299285800577172,2025-12-31,16,0.01
2026-01-01T11:00:00Z,2026-01-01T16:00+05:00,1,0.01,0.04578465943500929,0.23563816000564744,2025-12-31,17,0.011666666666666667
2026-01-01T11:00:00Z,2026-01-01T16:00+05:00,2,0.00931085486290372,0.04601138966914519,0.235763851010248,2025-12-31,17,0.011666666666666667
2026-01-01T11:00:00Z,2026-01-01T16:00+05:00,plant,0.009589441129952823,0.04601138966914519,0.235763851010248,2025-12-31,17,0.011666666666666667
2026-01-01T12:00:00Z,2026-01-01T17:00+05:00,1,0.01,0.06340406876018505,0.3001166483338587,2025-12-31,18,0.023333333333333334
