issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T00:00+05:00,1,1,0.0000,0.0100,0.0102,0.21,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T00:00+05:00,1,2,0.0000,0.0088,0.0102,0.21,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T00:00+05:00,1,plant,0.0000,0.0092,0.0102,0.21,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T01:00+05:00,2,1,0.0091,0.0100,0.0262,0.42,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T01:00+05:00,2,2,0.0083,0.0091,0.0288,0.42,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T01:00+05:00,2,plant,0.0089,0.0091,0.0288,0.42,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T02:00+05:00,3,1,0.0093,0.0100,0.0486,0.40,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T02:00+05:00,3,2,0.0084,0.0092,0.0557,0.40,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T02:00+05:00,3,plant,0.0089,0.0092,0.0557,0.40,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T03:00+05:00,4,1,0.0100,0.0116,0.0833,0.96,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T03:00+05:00,4,2,0.0084,0.0115,0.0904,0.96,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T03:00+05:00,4,plant,0.0089,0.0115,0.0904,0.96,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T04:00+05:00,5,1,0.0000,0.0100,0.0104,0.80,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T04:00+05:00,5,2,0.0059,0.0086,0.0103,0.80,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T04:00+05:00,5,plant,0.0059,0.0091,0.0103,0.80,2026-01-30T18:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T05:00+05:00,6,1,0.0100,0.0121,0.1768,1.49,2026-01-31T00:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T05:00+05:00,6,2,0.0083,0.0116,0.1754,1.49,2026-01-31T00:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T05:00+05:00,6,plant,0.0089,0.0116,0.1754,1.49,2026-01-31T00:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T06:00+05:00,7,1,0.0100,0.0121,0.1305,2.12,2026-01-31T00:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T06:00+05:00,7,2,0.0083,0.0116,0.1291,2.12,2026-01-31T00:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T06:00+05:00,7,plant,0.0089,0.0116,0.1291,2.12,2026-01-31T00:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T07:00+05:00,8,1,0.0100,0.0181,0.2331,3.33,2026-01-31T00:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T07:00+05:00,8,2,0.0088,0.0176,0.2317,3.33,2026-01-31T00:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T07:00+05:00,8,plant,0.0091,0.0176,0.2317,3.33,2026-01-31T00:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T08:00+05:00,9,1,0.0119,0.1350,0.6239,5.05,2026-01-31T00:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T08:00+05:00,9,2,0.0100,0.1344,0.6235,5.05,2026-01-31T00:00Z,2
2026-01-31,2026-02-01T00:00+05:00,2026-02-01T08:00+05:00,9,plant,0.0102,0.1344,0.6235,5.05,2026-01-31T00:00Z,2
