issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T00:00+05:00,1,1,0.0100,0.0407,0.2768,3.07,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T00:00+05:00,1,2,0.0093,0.0402,0.2763,3.07,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T00:00+05:00,1,plant,0.0095,0.0402,0.2763,3.07,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T01:00+05:00,2,1,0.0100,0.0425,0.2018,2.41,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T01:00+05:00,2,2,0.0096,0.0420,0.2014,2.41,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T01:00+05:00,2,plant,0.0098,0.0420,0.2014,2.41,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T02:00+05:00,3,1,0.0100,0.0153,0.1597,2.20,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T02:00+05:00,3,2,0.0088,0.0141,0.1592,2.20,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T02:00+05:00,3,plant,0.0092,0.0141,0.1592,2.20,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T03:00+05:00,4,1,0.0100,0.0119,0.1117,2.17,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T03:00+05:00,4,2,0.0087,0.0114,0.1121,2.17,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T03:00+05:00,4,plant,0.0091,0.0114,0.1121,2.17,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T04:00+05:00,5,1,0.0100,0.0170,0.1769,3.04,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T04:00+05:00,5,2,0.0091,0.0158,0.1773,3.04,2026-02-08T18:00Z,2
2026-02-09,2026-02-10T00:00+05:00,2026-02-10T04:00+05:00,5,plant,0.0092,0.0158,0.1773,3.04,2026-02-08T18:00Z,2
