issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T00:00+05:00,1,1,0.4194,0.8882,0.9881,11.59,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T00:00+05:00,1,2,0.3925,0.8821,0.9850,11.59,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T00:00+05:00,1,plant,0.3926,0.8828,0.9847,11.59,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T01:00+05:00,2,1,0.3890,0.8779,0.9888,11.43,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T01:00+05:00,2,2,0.3874,0.8727,0.9857,11.43,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T01:00+05:00,2,plant,0.3876,0.8733,0.9854,11.43,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T02:00+05:00,3,1,0.3503,0.8023,0.9890,10.59,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T02:00+05:00,3,2,0.3302,0.7994,0.9859,10.59,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T02:00+05:00,3,plant,0.3304,0.7994,0.9856,10.59,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T03:00+05:00,4,1,0.1677,0.7052,0.9852,9.55,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T03:00+05:00,4,2,0.1749,0.7054,0.9823,9.55,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T03:00+05:00,4,plant,0.1750,0.7054,0.9820,9.55,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T04:00+05:00,5,1,0.0816,0.5328,0.9560,8.39,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T04:00+05:00,5,2,0.0865,0.5319,0.9568,8.39,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T04:00+05:00,5,plant,0.0866,0.5319,0.9568,8.39,2026-02-06T18:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T05:00+05:00,6,1,0.0729,0.3766,0.8850,7.97,2026-02-07T00:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T05:00+05:00,6,2,0.0650,0.3753,0.8874,7.97,2026-02-07T00:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T05:00+05:00,6,plant,0.0651,0.3753,0.8874,7.97,2026-02-07T00:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T06:00+05:00,7,1,0.0460,0.3627,0.8585,7.62,2026-02-07T00:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T06:00+05:00,7,2,0.0349,0.3617,0.8609,7.62,2026-02-07T00:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T06:00+05:00,7,plant,0.0350,0.3617,0.8609,7.62,2026-02-07T00:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T07:00+05:00,8,1,0.0149,0.2194,0.8032,6.74,2026-02-07T00:00Z,2
2026-02-07,2026-02-08T00:00+05:00,2026-02-08T07:00+05:00,8,2,0.0141,0.2184,0.8039,6.74,2026-02-07T00:00Z,2
