issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T00:00+05:00,1,1,0.0100,0.1368,0.5616,4.99,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T00:00+05:00,1,2,0.0097,0.1356,0.5605,4.99,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T00:00+05:00,1,plant,0.0100,0.1356,0.5605,4.99,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T01:00+05:00,2,1,0.0238,0.2240,0.7413,5.73,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T01:00+05:00,2,2,0.0180,0.2227,0.7402,5.73,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T01:00+05:00,2,plant,0.0181,0.2227,0.7402,5.73,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T02:00+05:00,3,1,0.0265,0.2299,0.7582,6.11,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T02:00+05:00,3,2,0.0314,0.2287,0.7569,6.11,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T02:00+05:00,3,plant,0.0297,0.2287,0.7569,6.11,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T03:00+05:00,4,1,0.0176,0.3014,0.8879,6.65,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T03:00+05:00,4,2,0.0530,0.3001,0.8866,6.65,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T03:00+05:00,4,plant,0.0513,0.3001,0.8866,6.65,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T04:00+05:00,5,1,0.0181,0.2312,0.7539,6.05,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T04:00+05:00,5,2,0.0370,0.2299,0.7528,6.05,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T04:00+05:00,5,plant,0.0372,0.2299,0.7528,6.05,2026-02-15T18:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T05:00+05:00,6,1,0.0100,0.0357,0.0945,2.44,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T05:00+05:00,6,2,0.0094,0.0352,0.0931,2.44,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T05:00+05:00,6,plant,0.0096,0.0352,0.0931,2.44,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T06:00+05:00,7,1,0.0100,0.0349,0.2204,2.06,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T06:00+05:00,7,2,0.0090,0.0306,0.2176,2.06,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T06:00+05:00,7,plant,0.0094,0.0306,0.2176,2.06,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T07:00+05:00,8,1,0.0100,0.0278,0.2287,3.09,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T07:00+05:00,8,2,0.0094,0.0273,0.2273,3.09,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T07:00+05:00,8,plant,0.0097,0.0273,0.2273,3.09,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T08:00+05:00,9,1,0.0100,0.0813,0.5143,4.44,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T08:00+05:00,9,2,0.0096,0.0807,0.5139,4.44,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T08:00+05:00,9,plant,0.0098,0.0807,0.5139,4.44,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T09:00+05:00,10,1,0.0101,0.2105,0.7688,5.48,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T09:00+05:00,10,2,0.0112,0.2099,0.7684,5.48,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T09:00+05:00,10,plant,0.0114,0.2099,0.7684,5.48,2026-02-16T00:00Z,2
2026-02-16,2026-02-17T00:00+05:00,2026-02-17T10:00+05:00,11,1,0.0251,0.2784,0.8554,6.05,2026-02-16T00:00Z,2
