issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T00:00+05:00,1,1,0.2064,0.8161,0.9851,8.52,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T00:00+05:00,1,2,0.2441,0.8149,0.9819,8.52,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T00:00+05:00,1,plant,0.2424,0.8149,0.9819,8.52,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T01:00+05:00,2,1,0.2404,0.8959,0.9906,9.11,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T01:00+05:00,2,2,0.3127,0.8947,0.9870,9.11,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T01:00+05:00,2,plant,0.3429,0.8947,0.9867,9.11,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T02:00+05:00,3,1,0.4196,0.9794,0.9916,9.71,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T02:00+05:00,3,2,0.4775,0.9775,0.9875,9.71,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T02:00+05:00,3,plant,0.5077,0.9775,0.9875,9.71,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T03:00+05:00,4,1,0.5025,0.9903,0.9940,10.07,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T03:00+05:00,4,2,0.6088,0.9863,0.9901,10.07,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T03:00+05:00,4,plant,0.6390,0.9869,0.9901,10.07,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T04:00+05:00,5,1,0.5825,0.9854,0.9900,10.41,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T04:00+05:00,5,2,0.6763,0.9808,0.9868,10.41,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T04:00+05:00,5,plant,0.7065,0.9808,0.9873,10.41,2026-02-03T18:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T05:00+05:00,6,1,0.6928,0.9766,0.9908,10.98,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T05:00+05:00,6,2,0.7727,0.9718,0.9848,10.98,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T05:00+05:00,6,plant,0.8029,0.9718,0.9867,10.98,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T06:00+05:00,7,1,0.7376,0.9793,0.9909,11.71,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T06:00+05:00,7,2,0.8062,0.9706,0.9853,11.71,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T06:00+05:00,7,plant,0.8365,0.9712,0.9871,11.71,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T07:00+05:00,8,1,0.7376,0.9793,0.9908,11.89,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T07:00+05:00,8,2,0.8290,0.9706,0.9852,11.89,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T07:00+05:00,8,plant,0.8592,0.9712,0.9871,11.89,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T08:00+05:00,9,1,0.7648,0.9758,0.9910,11.98,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T08:00+05:00,9,2,0.9085,0.9678,0.9868,11.98,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T08:00+05:00,9,plant,0.9388,0.9685,0.9884,11.98,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T09:00+05:00,10,1,0.6937,0.9796,0.9926,11.60,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T09:00+05:00,10,2,0.8062,0.9671,0.9845,11.60,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T09:00+05:00,10,plant,0.8365,0.9678,0.9873,11.60,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T10:00+05:00,11,1,0.7384,0.9796,0.9934,11.45,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T10:00+05:00,11,2,0.8017,0.9664,0.9783,11.45,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T10:00+05:00,11,plant,0.8319,0.9670,0.9834,11.45,2026-02-04T00:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T11:00+05:00,12,1,0.7384,0.9806,0.9934,11.75,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T11:00+05:00,12,2,0.7835,0.9664,0.9782,11.75,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T11:00+05:00,12,plant,0.8137,0.9670,0.9833,11.75,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T12:00+05:00,13,1,0.6721,0.9927,0.9942,12.09,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T12:00+05:00,13,2,0.7899,0.9779,0.9781,12.09,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T12:00+05:00,13,plant,0.8201,0.9788,0.9831,12.09,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T13:00+05:00,14,1,0.6721,0.9922,0.9930,11.22,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T13:00+05:00,14,2,0.7570,0.9779,0.9780,11.22,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T13:00+05:00,14,plant,0.7872,0.9786,0.9830,11.22,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T14:00+05:00,15,1,0.5748,0.9913,0.9927,10.16,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T14:00+05:00,15,2,0.6852,0.9779,0.9840,10.16,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T14:00+05:00,15,plant,0.7154,0.9830,0.9846,10.16,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T15:00+05:00,16,1,0.3020,0.8574,0.9898,8.50,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T15:00+05:00,16,2,0.3150,0.8549,0.9817,8.50,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T15:00+05:00,16,plant,0.3453,0.8549,0.9831,8.50,2026-02-04T06:00Z,2
2026-02-04,2026-02-05T00:00+05:00,2026-02-05T16:00+05:00,17,1,0.1997,0.8997,0.9916,7.94,2026-02-04T06:00Z,2
