issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T00:00+05:00,1,1,0.0100,0.0134,0.1420,2.03,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T00:00+05:00,1,2,0.0087,0.0122,0.1415,2.03,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T00:00+05:00,1,plant,0.0091,0.0122,0.1415,2.03,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T01:00+05:00,2,1,0.0100,0.0153,0.1420,1.57,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T01:00+05:00,2,2,0.0087,0.0141,0.1415,1.57,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T01:00+05:00,2,plant,0.0091,0.0141,0.1415,1.57,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T02:00+05:00,3,1,0.0100,0.0354,0.2293,1.45,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T02:00+05:00,3,2,0.0090,0.0311,0.2268,1.45,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T02:00+05:00,3,plant,0.0094,0.0311,0.2268,1.45,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T03:00+05:00,4,1,0.0100,0.0389,0.2287,2.01,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T03:00+05:00,4,2,0.0091,0.0346,0.2262,2.01,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T03:00+05:00,4,plant,0.0095,0.0346,0.2262,2.01,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T04:00+05:00,5,1,0.0100,0.0120,0.0687,1.25,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T04:00+05:00,5,2,0.0092,0.0115,0.0683,1.25,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T04:00+05:00,5,plant,0.0097,0.0115,0.0683,1.25,2026-02-21T18:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T05:00+05:00,6,1,0.0100,0.0147,0.0809,1.00,2026-02-22T00:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T05:00+05:00,6,2,0.0088,0.0147,0.0802,1.00,2026-02-22T00:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T05:00+05:00,6,plant,0.0092,0.0147,0.0802,1.00,2026-02-22T00:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T06:00+05:00,7,1,0.0100,0.0123,0.1218,2.23,2026-02-22T00:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T06:00+05:00,7,2,0.0088,0.0121,0.1219,2.23,2026-02-22T00:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T06:00+05:00,7,plant,0.0091,0.0121,0.1219,2.23,2026-02-22T00:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T07:00+05:00,8,1,0.0100,0.0225,0.2369,3.89,2026-02-22T00:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T07:00+05:00,8,2,0.0092,0.0216,0.2370,3.89,2026-02-22T00:00Z,2
2026-02-22,2026-02-23T00:00+05:00,2026-02-23T07:00+05:00,8,plant,0.0094,0.0216,0.2370,3.89,2026-02-22T00:00Z,2
