issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T00:00+05:00,1,1,0.0146,0.2120,0.6279,5.19,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T00:00+05:00,1,2,0.0100,0.2108,0.6268,5.19,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T00:00+05:00,1,plant,0.0102,0.2108,0.6268,5.19,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T01:00+05:00,2,1,0.0180,0.2394,0.7569,6.05,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T01:00+05:00,2,2,0.0312,0.2382,0.7558,6.05,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T01:00+05:00,2,plant,0.0314,0.2382,0.7558,6.05,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T02:00+05:00,3,1,0.0181,0.3155,0.8623,6.47,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T02:00+05:00,3,2,0.0525,0.3143,0.8610,6.47,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T02:00+05:00,3,plant,0.0508,0.3143,0.8610,6.47,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T03:00+05:00,4,1,0.0177,0.3155,0.8560,6.52,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T03:00+05:00,4,2,0.0525,0.3143,0.8547,6.52,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T03:00+05:00,4,plant,0.0508,0.3143,0.8547,6.52,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T04:00+05:00,5,1,0.0216,0.2724,0.8109,6.53,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T04:00+05:00,5,2,0.0344,0.2711,0.8096,6.53,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T04:00+05:00,5,plant,0.0327,0.2711,0.8096,6.53,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T05:00+05:00,6,1,0.0100,0.0889,0.4824,4.78,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T05:00+05:00,6,2,0.0095,0.0877,0.4810,4.78,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T05:00+05:00,6,plant,0.0097,0.0877,0.4810,4.78,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T06:00+05:00,7,1,0.0100,0.0218,0.1569,2.43,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T06:00+05:00,7,2,0.0094,0.0213,0.1555,2.43,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T06:00+05:00,7,plant,0.0097,0.0213,0.1555,2.43,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T07:00+05:00,8,1,0.0100,0.0325,0.2813,3.43,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T07:00+05:00,8,2,0.0094,0.0312,0.2799,3.43,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T07:00+05:00,8,plant,0.0097,0.0312,0.2799,3.43,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T08:00+05:00,9,1,0.0100,0.0528,0.2477,2.47,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T08:00+05:00,9,2,0.0093,0.0522,0.2474,2.47,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T08:00+05:00,9,plant,0.0096,0.0522,0.2474,2.47,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T09:00+05:00,10,1,0.0100,0.0167,0.1533,2.67,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T09:00+05:00,10,2,0.0091,0.0161,0.1538,2.67,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T09:00+05:00,10,plant,0.0093,0.0161,0.1538,2.67,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T10:00+05:00,11,1,0.0100,0.0459,0.2574,3.43,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T10:00+05:00,11,2,0.0091,0.0456,0.2645,3.43,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T10:00+05:00,11,plant,0.0092,0.0456,0.2645,3.43,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T11:00+05:00,12,1,0.0194,0.1182,0.6158,5.06,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T11:00+05:00,12,2,0.0123,0.1179,0.6163,5.06,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T11:00+05:00,12,plant,0.0125,0.1179,0.6163,5.06,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T12:00+05:00,13,1,0.0100,0.1187,0.5750,4.82,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T12:00+05:00,13,2,0.0117,0.1170,0.5673,4.82,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T12:00+05:00,13,plant,0.0118,0.1170,0.5673,4.82,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T13:00+05:00,14,1,0.0100,0.0269,0.2535,3.15,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T13:00+05:00,14,2,0.0092,0.0252,0.2458,3.15,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T13:00+05:00,14,plant,0.0094,0.0252,0.2458,3.15,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T14:00+05:00,15,1,0.0100,0.0410,0.2597,3.20,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T14:00+05:00,15,2,0.0092,0.0393,0.2520,3.20,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T14:00+05:00,15,plant,0.0094,0.0393,0.2520,3.20,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T15:00+05:00,16,1,0.0100,0.0282,0.1280,2.45,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T15:00+05:00,16,2,0.0092,0.0265,0.1203,2.45,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T15:00+05:00,16,plant,0.0095,0.0265,0.1203,2.45,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T16:00+05:00,17,1,0.0100,0.0711,0.1978,3.20,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T16:00+05:00,17,2,0.0097,0.0708,0.2050,3.20,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T16:00+05:00,17,plant,0.0099,0.0708,0.2050,3.20,2026-02-02T06:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T17:00+05:00,18,1,0.0100,0.1246,0.3725,4.14,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T17:00+05:00,18,2,0.0098,0.1243,0.3729,4.14,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T17:00+05:00,18,plant,0.0099,0.1243,0.3729,4.14,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T18:00+05:00,19,1,0.0147,0.2497,0.7179,6.04,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T18:00+05:00,19,2,0.0135,0.2494,0.7183,6.04,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T18:00+05:00,19,plant,0.0135,0.2494,0.7183,6.04,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T19:00+05:00,20,1,0.0641,0.3898,0.8454,7.64,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T19:00+05:00,20,2,0.0530,0.3895,0.8482,7.64,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T19:00+05:00,20,plant,0.0531,0.3895,0.8482,7.64,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T20:00+05:00,21,1,0.0698,0.3801,0.8334,7.09,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T20:00+05:00,21,2,0.0586,0.3798,0.8344,7.09,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T20:00+05:00,21,plant,0.0586,0.3798,0.8344,7.09,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T21:00+05:00,22,1,0.0174,0.3017,0.8446,6.72,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T21:00+05:00,22,2,0.0288,0.3014,0.8456,6.72,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T21:00+05:00,22,plant,0.0288,0.3014,0.8456,6.72,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T22:00+05:00,23,1,0.0174,0.2899,0.8352,6.60,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T22:00+05:00,23,2,0.0288,0.2896,0.8363,6.60,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T22:00+05:00,23,plant,0.0288,0.2896,0.8363,6.60,2026-02-01T12:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T23:00+05:00,24,1,0.0120,0.2010,0.6854,5.34,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T23:00+05:00,24,2,0.0106,0.2007,0.6859,5.34,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-03T23:00+05:00,24,plant,0.0106,0.2007,0.6859,5.34,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T00:00+05:00,25,1,0.0049,0.1538,0.6845,5.28,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T00:00+05:00,25,2,0.0088,0.1529,0.6849,5.28,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T00:00+05:00,25,plant,0.0089,0.1529,0.6849,5.28,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T01:00+05:00,26,1,0.0117,0.1963,0.7849,6.17,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T01:00+05:00,26,2,0.0087,0.1954,0.7859,6.17,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T01:00+05:00,26,plant,0.0088,0.1954,0.7859,6.17,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T02:00+05:00,27,1,0.0110,0.2190,0.8041,6.56,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T02:00+05:00,27,2,0.0087,0.2181,0.8051,6.56,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T02:00+05:00,27,plant,0.0088,0.2181,0.8051,6.56,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T03:00+05:00,28,1,0.0106,0.2428,0.8332,6.78,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T03:00+05:00,28,2,0.0056,0.2418,0.8342,6.78,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T03:00+05:00,28,plant,0.0057,0.2418,0.8342,6.78,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T04:00+05:00,29,1,0.0758,0.3959,0.8685,7.62,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T04:00+05:00,29,2,0.0593,0.3950,0.8712,7.62,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T04:00+05:00,29,plant,0.0594,0.3950,0.8712,7.62,2026-02-01T18:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T05:00+05:00,30,1,0.0132,0.2159,0.8453,6.55,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T05:00+05:00,30,2,0.0068,0.2146,0.8461,6.55,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T05:00+05:00,30,plant,0.0069,0.2146,0.8461,6.55,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T06:00+05:00,31,1,0.0095,0.1738,0.7823,6.16,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T06:00+05:00,31,2,0.0094,0.1729,0.7830,6.16,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T06:00+05:00,31,plant,0.0094,0.1729,0.7830,6.16,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T07:00+05:00,32,1,0.0095,0.1871,0.8034,6.29,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T07:00+05:00,32,2,0.0082,0.1861,0.8041,6.29,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T07:00+05:00,32,plant,0.0083,0.1861,0.8041,6.29,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T08:00+05:00,33,1,0.0474,0.3222,0.8667,7.15,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T08:00+05:00,33,2,0.0290,0.3219,0.8677,7.15,2026-02-02T00:00Z,2
2026-02-02,2026-02-03T00:00+05:00,2026-02-04T08:00+05:00,33,plant,0.0290,0.3219,0.8677,7.15,2026-02-02T00:00Z,2
