issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T00:00+05:00,1,1,0.1931,0.6574,0.9864,9.23,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T00:00+05:00,1,2,0.1833,0.6576,0.9835,9.23,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T00:00+05:00,1,plant,0.1834,0.6576,0.9832,9.23,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T01:00+05:00,2,1,0.1066,0.4074,0.8671,7.98,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T01:00+05:00,2,2,0.0980,0.4064,0.8713,7.98,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T01:00+05:00,2,plant,0.0982,0.4064,0.8713,7.98,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T02:00+05:00,3,1,0.1153,0.5531,0.9313,8.17,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T02:00+05:00,3,2,0.1192,0.5523,0.9339,8.17,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T02:00+05:00,3,plant,0.1193,0.5523,0.9339,8.17,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T03:00+05:00,4,1,0.1066,0.4275,0.8611,7.89,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T03:00+05:00,4,2,0.0980,0.4265,0.8638,7.89,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T03:00+05:00,4,plant,0.0982,0.4265,0.8638,7.89,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T04:00+05:00,5,1,0.0730,0.3756,0.8285,7.08,2026-02-25T18:00Z,2
2026-02-26,2026-02-27T00:00+05:00,2026-02-27T04:00+05:00,5,2,0.0595,0.3747,0.8362,7.08,2026-02-25T18:00Z,2
