issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T00:00+05:00,1,1,0.0100,0.0796,0.3742,4.46,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T00:00+05:00,1,2,0.0091,0.0786,0.3746,4.46,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T00:00+05:00,1,plant,0.0093,0.0786,0.3746,4.46,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T01:00+05:00,2,1,0.0100,0.0815,0.3948,4.56,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T01:00+05:00,2,2,0.0091,0.0805,0.3952,4.56,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T01:00+05:00,2,plant,0.0093,0.0805,0.3952,4.56,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T02:00+05:00,3,1,0.0100,0.0404,0.2176,3.52,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T02:00+05:00,3,2,0.0091,0.0395,0.2180,3.52,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T02:00+05:00,3,plant,0.0092,0.0395,0.2180,3.52,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T03:00+05:00,4,1,0.0098,0.0100,0.1158,1.98,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T03:00+05:00,4,2,0.0083,0.0093,0.1162,1.98,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T03:00+05:00,4,plant,0.0090,0.0093,0.1162,1.98,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T04:00+05:00,5,1,0.0000,0.0093,0.0100,0.83,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T04:00+05:00,5,2,0.0000,0.0086,0.0093,0.83,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T04:00+05:00,5,plant,0.0000,0.0090,0.0093,0.83,2026-02-20T18:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T05:00+05:00,6,1,0.0100,0.0159,0.0964,0.50,2026-02-21T00:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T05:00+05:00,6,2,0.0090,0.0154,0.0951,0.50,2026-02-21T00:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T05:00+05:00,6,plant,0.0096,0.0154,0.0951,0.50,2026-02-21T00:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T06:00+05:00,7,1,0.0100,0.0119,0.1571,2.15,2026-02-21T00:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T06:00+05:00,7,2,0.0088,0.0107,0.1557,2.15,2026-02-21T00:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T06:00+05:00,7,plant,0.0092,0.0107,0.1557,2.15,2026-02-21T00:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T07:00+05:00,8,1,0.0100,0.0252,0.2815,3.39,2026-02-21T00:00Z,2
2026-02-21,2026-02-22T00:00+05:00,2026-02-22T07:00+05:00,8,2,0.0094,0.0239,0.2801,3.39,2026-02-21T00:00Z,2
