issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T00:00+05:00,1,1,0.1103,0.4915,0.9699,7.29,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T00:00+05:00,1,2,0.1434,0.4903,0.9686,7.29,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T00:00+05:00,1,plant,0.1417,0.4903,0.9686,7.29,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T01:00+05:00,2,1,0.1294,0.7890,0.9893,7.64,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T01:00+05:00,2,2,0.1434,0.7878,0.9879,7.64,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T01:00+05:00,2,plant,0.1417,0.7878,0.9879,7.64,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T02:00+05:00,3,1,0.2796,0.8284,0.9900,7.69,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T02:00+05:00,3,2,0.2236,0.8272,0.9886,7.69,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T02:00+05:00,3,plant,0.2219,0.8272,0.9886,7.69,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T03:00+05:00,4,1,0.0972,0.4332,0.9632,6.69,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T03:00+05:00,4,2,0.1560,0.4320,0.9619,6.69,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T03:00+05:00,4,plant,0.1543,0.4320,0.9619,6.69,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T04:00+05:00,5,1,0.0858,0.3274,0.8167,5.77,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T04:00+05:00,5,2,0.0303,0.3261,0.8156,5.77,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T04:00+05:00,5,plant,0.0305,0.3261,0.8156,5.77,2026-02-24T18:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T05:00+05:00,6,1,0.0844,0.3494,0.9210,6.31,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T05:00+05:00,6,2,0.0582,0.3482,0.9195,6.31,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T05:00+05:00,6,plant,0.0565,0.3482,0.9195,6.31,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T06:00+05:00,7,1,0.0264,0.2834,0.8433,5.98,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T06:00+05:00,7,2,0.0261,0.2822,0.8420,5.98,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T06:00+05:00,7,plant,0.0263,0.2822,0.8420,5.98,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T07:00+05:00,8,1,0.0264,0.2593,0.8084,5.52,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T07:00+05:00,8,2,0.0204,0.2580,0.8070,5.52,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T07:00+05:00,8,plant,0.0205,0.2580,0.8070,5.52,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T08:00+05:00,9,1,0.0203,0.1434,0.6913,5.10,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T08:00+05:00,9,2,0.0125,0.1428,0.6909,5.10,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T08:00+05:00,9,plant,0.0127,0.1428,0.6909,5.10,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T09:00+05:00,10,1,0.0100,0.0321,0.3650,3.93,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T09:00+05:00,10,2,0.0088,0.0315,0.3646,3.93,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T09:00+05:00,10,plant,0.0089,0.0315,0.3646,3.93,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T10:00+05:00,11,1,0.0100,0.0103,0.1414,2.20,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T10:00+05:00,11,2,0.0084,0.0097,0.1411,2.20,2026-02-25T00:00Z,2
2026-02-25,2026-02-26T00:00+05:00,2026-02-26T10:00+05:00,11,plant,0.0089,0.0097,0.1411,2.20,2026-02-25T00:00Z,2
