issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T00:00+05:00,1,1,0.0145,0.2511,0.8002,6.78,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T00:00+05:00,1,2,0.0141,0.2501,0.8012,6.78,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T00:00+05:00,1,plant,0.0141,0.2501,0.8012,6.78,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T01:00+05:00,2,1,0.0217,0.2702,0.7993,7.00,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T01:00+05:00,2,2,0.0222,0.2693,0.8004,7.00,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T01:00+05:00,2,plant,0.0223,0.2693,0.8004,7.00,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T02:00+05:00,3,1,0.0512,0.3422,0.8176,7.20,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T02:00+05:00,3,2,0.0372,0.3413,0.8187,7.20,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T02:00+05:00,3,plant,0.0373,0.3413,0.8187,7.20,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T03:00+05:00,4,1,0.0134,0.2194,0.7753,6.49,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T03:00+05:00,4,2,0.0100,0.2184,0.7763,6.49,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T03:00+05:00,4,plant,0.0101,0.2184,0.7763,6.49,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T04:00+05:00,5,1,0.0134,0.1843,0.7166,6.15,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T04:00+05:00,5,2,0.0102,0.1834,0.7176,6.15,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T04:00+05:00,5,plant,0.0103,0.1834,0.7176,6.15,2026-02-10T18:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T05:00+05:00,6,1,0.0100,0.0935,0.5220,4.84,2026-02-11T00:00Z,2
2026-02-11,2026-02-12T00:00+05:00,2026-02-12T05:00+05:00,6,2,0.0090,0.0925,0.5221,4.84,2026-02-11T00:00Z,2
