issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T00:00+05:00,1,1,0.0265,0.2299,0.8529,6.33,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T00:00+05:00,1,2,0.0360,0.2287,0.8516,6.33,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T00:00+05:00,1,plant,0.0344,0.2287,0.8516,6.33,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T01:00+05:00,2,1,0.0216,0.3128,0.8909,6.65,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T01:00+05:00,2,2,0.0530,0.3115,0.8896,6.65,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T01:00+05:00,2,plant,0.0513,0.3115,0.8896,6.65,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T02:00+05:00,3,1,0.0261,0.3394,0.8903,6.64,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T02:00+05:00,3,2,0.0531,0.3382,0.8890,6.64,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T02:00+05:00,3,plant,0.0514,0.3382,0.8890,6.64,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T03:00+05:00,4,1,0.0265,0.2781,0.8111,6.40,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T03:00+05:00,4,2,0.0468,0.2769,0.8098,6.40,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T03:00+05:00,4,plant,0.0451,0.2769,0.8098,6.40,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T04:00+05:00,5,1,0.0220,0.3015,0.8560,6.42,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T04:00+05:00,5,2,0.0467,0.3003,0.8547,6.42,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T04:00+05:00,5,plant,0.0450,0.3003,0.8547,6.42,2026-01-31T18:00Z,2
2026-02-01,2026-02-02T00:00+05:00,2026-02-02T05:00+05:00,6,1,0.0465,0.3712,0.9195,6.84,2026-02-01T00:00Z,2
