issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T00:00+05:00,1,1,0.0180,0.2715,0.7879,6.18,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T00:00+05:00,1,2,0.0312,0.2702,0.7866,6.18,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T00:00+05:00,1,plant,0.0295,0.2702,0.7866,6.18,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T01:00+05:00,2,1,0.0180,0.2699,0.7424,5.49,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T01:00+05:00,2,2,0.0179,0.2686,0.7413,5.49,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T01:00+05:00,2,plant,0.0180,0.2686,0.7413,5.49,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T02:00+05:00,3,1,0.0090,0.1794,0.5646,5.12,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T02:00+05:00,3,2,0.0099,0.1781,0.5635,5.12,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T02:00+05:00,3,plant,0.0102,0.1781,0.5635,5.12,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T03:00+05:00,4,1,0.0100,0.1547,0.4824,4.73,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T03:00+05:00,4,2,0.0095,0.1534,0.4813,4.73,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T03:00+05:00,4,plant,0.0097,0.1534,0.4813,4.73,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T04:00+05:00,5,1,0.0100,0.0213,0.2250,3.01,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T04:00+05:00,5,2,0.0094,0.0208,0.2240,3.01,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T04:00+05:00,5,plant,0.0097,0.0208,0.2240,3.01,2026-02-04T18:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T05:00+05:00,6,1,0.0100,0.0403,0.2629,2.92,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T05:00+05:00,6,2,0.0093,0.0398,0.2621,2.92,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T05:00+05:00,6,plant,0.0095,0.0398,0.2621,2.92,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T06:00+05:00,7,1,0.0100,0.0159,0.1407,2.02,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T06:00+05:00,7,2,0.0087,0.0146,0.1400,2.02,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T06:00+05:00,7,plant,0.0091,0.0146,0.1400,2.02,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T07:00+05:00,8,1,0.0131,0.1640,0.6423,6.09,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T07:00+05:00,8,2,0.0110,0.1631,0.6496,6.09,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T07:00+05:00,8,plant,0.0111,0.1631,0.6496,6.09,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T08:00+05:00,9,1,0.0730,0.3395,0.8432,7.29,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T08:00+05:00,9,2,0.0622,0.3393,0.8536,7.29,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T08:00+05:00,9,plant,0.0623,0.3393,0.8536,7.29,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T09:00+05:00,10,1,0.0194,0.1667,0.7012,5.48,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T09:00+05:00,10,2,0.0134,0.1664,0.7084,5.48,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T09:00+05:00,10,plant,0.0136,0.1664,0.7084,5.48,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T10:00+05:00,11,1,0.0100,0.0186,0.2067,2.77,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T10:00+05:00,11,2,0.0091,0.0183,0.2072,2.77,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T10:00+05:00,11,plant,0.0092,0.0183,0.2072,2.77,2026-02-05T00:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T11:00+05:00,12,1,0.0230,0.1325,0.6954,5.33,2026-02-05T06:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T11:00+05:00,12,2,0.0130,0.1322,0.7026,5.33,2026-02-05T06:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T11:00+05:00,12,plant,0.0132,0.1322,0.7026,5.33,2026-02-05T06:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T12:00+05:00,13,1,0.1740,0.5590,0.9778,8.80,2026-02-05T06:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T12:00+05:00,13,2,0.1832,0.5576,0.9648,8.80,2026-02-05T06:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T12:00+05:00,13,plant,0.1834,0.5576,0.9685,8.80,2026-02-05T06:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T13:00+05:00,14,1,0.2355,0.7053,0.9902,9.74,2026-02-05T06:00Z,2
2026-02-05,2026-02-06T00:00+05:00,2026-02-06T13:00+05:00,14,2,0.2122,0.7057,0.9759,9.74,2026-02-05T06:00Z,2
