issue_date,issue_time_local,target_time_local,horizon_h,turbine,p10,p50,p90,wind_fc_ms,weather_init_max_utc,version
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T00:00+05:00,1,1,0.7889,1.0000,1.0000,11.87,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T00:00+05:00,1,2,0.8983,1.0000,1.0000,11.87,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T00:00+05:00,1,plant,0.9285,1.0000,1.0000,11.87,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T01:00+05:00,2,1,0.7889,0.9909,1.0000,12.09,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T01:00+05:00,2,2,0.9129,0.9897,1.0000,12.09,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T01:00+05:00,2,plant,0.9431,0.9897,1.0000,12.09,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T02:00+05:00,3,1,0.7889,1.0000,1.0000,11.92,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T02:00+05:00,3,2,0.9231,1.0000,1.0000,11.92,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T02:00+05:00,3,plant,0.9533,1.0000,1.0000,11.92,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T03:00+05:00,4,1,0.7865,1.0000,1.0000,12.22,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T03:00+05:00,4,2,0.9459,0.9995,1.0000,12.22,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T03:00+05:00,4,plant,0.9762,0.9998,1.0000,12.22,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T04:00+05:00,5,1,0.7612,0.9810,1.0000,11.63,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T04:00+05:00,5,2,0.9120,0.9797,1.0000,11.63,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T04:00+05:00,5,plant,0.9422,0.9799,1.0000,11.63,2026-02-07T18:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T05:00+05:00,6,1,0.6634,0.9745,0.9897,10.62,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T05:00+05:00,6,2,0.7194,0.9706,0.9873,10.62,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T05:00+05:00,6,plant,0.7496,0.9706,0.9874,10.62,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T06:00+05:00,7,1,0.4995,0.9736,0.9892,9.93,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T06:00+05:00,7,2,0.5949,0.9704,0.9869,9.93,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T06:00+05:00,7,plant,0.6251,0.9704,0.9869,9.93,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T07:00+05:00,8,1,0.4967,0.9645,0.9892,9.86,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T07:00+05:00,8,2,0.5496,0.9631,0.9869,9.86,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T07:00+05:00,8,plant,0.5799,0.9631,0.9869,9.86,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T08:00+05:00,9,1,0.4506,0.9440,0.9906,9.63,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T08:00+05:00,9,2,0.4996,0.9431,0.9887,9.63,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T08:00+05:00,9,plant,0.5299,0.9431,0.9887,9.63,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T09:00+05:00,10,1,0.3979,0.9562,0.9912,9.28,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T09:00+05:00,10,2,0.4330,0.9549,0.9887,9.28,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T09:00+05:00,10,plant,0.4632,0.9549,0.9887,9.28,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T10:00+05:00,11,1,0.3592,0.9339,0.9906,9.57,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T10:00+05:00,11,2,0.4518,0.9326,0.9843,9.57,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T10:00+05:00,11,plant,0.4820,0.9326,0.9860,9.57,2026-02-08T00:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T11:00+05:00,12,1,0.4067,0.9490,0.9922,9.91,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T11:00+05:00,12,2,0.4991,0.9458,0.9774,9.91,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T11:00+05:00,12,plant,0.5293,0.9458,0.9819,9.91,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T12:00+05:00,13,1,0.4501,0.9655,0.9919,10.11,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T12:00+05:00,13,2,0.5911,0.9621,0.9771,10.11,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T12:00+05:00,13,plant,0.6213,0.9621,0.9816,10.11,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T13:00+05:00,14,1,0.4190,0.9722,0.9926,9.60,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T13:00+05:00,14,2,0.5339,0.9689,0.9782,9.60,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T13:00+05:00,14,plant,0.5641,0.9689,0.9828,9.60,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T14:00+05:00,15,1,0.4914,0.9903,0.9917,9.99,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T14:00+05:00,15,2,0.6034,0.9785,0.9856,9.99,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T14:00+05:00,15,plant,0.6337,0.9829,0.9856,9.99,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T15:00+05:00,16,1,0.4624,0.9838,0.9911,9.19,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T15:00+05:00,16,2,0.4597,0.9781,0.9795,9.19,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T15:00+05:00,16,plant,0.4899,0.9795,0.9824,9.19,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T16:00+05:00,17,1,0.4078,0.9911,0.9952,9.33,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T16:00+05:00,17,2,0.3923,0.9781,0.9923,9.33,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T16:00+05:00,17,plant,0.4225,0.9824,0.9923,9.33,2026-02-08T06:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T17:00+05:00,18,1,0.4330,0.9926,1.0000,9.99,2026-02-07T12:00Z,2
2026-02-08,2026-02-09T00:00+05:00,2026-02-09T17:00+05:00,18,2,0.4261,0.9839,1.0000,9.99,2026-02-07T12:00Z,2
